line_id,timestamp,label,is_anomaly_label,content,template_id,template,dataset
22,2005-06-05 05:23:26.239153,-,False,generating core.201,5,generating <*>,BGL
23,2005-06-05 05:27:43.336565,-,False,generating core.1125,5,generating <*>,BGL
24,2005-06-05 05:40:51.726735,-,False,generating core.412,5,generating <*>,BGL
25,2005-06-05 06:04:18.406158,-,False,generating core.7828,5,generating <*>,BGL
26,2005-06-05 06:18:17.802159,-,False,generating core.5570,5,generating <*>,BGL
27,2005-06-05 06:47:07.157021,-,False,generating core.8275,5,generating <*>,BGL
28,2005-06-05 07:43:29.979844,-,False,generating core.4183,5,generating <*>,BGL
29,2005-06-05 08:08:44.281729,-,False,generating core.6545,5,generating <*>,BGL
30,2005-06-05 08:08:50.547117,-,False,generating core.4245,5,generating <*>,BGL
31,2005-06-05 08:10:16.270131,-,False,generating core.6884,5,generating <*>,BGL
32,2005-06-05 08:10:46.344235,-,False,force load/store alignment...............0,6,force load/store alignment...............0,BGL
33,2005-06-05 08:30:01.873693,-,False,generating core.6471,5,generating <*>,BGL
34,2005-06-05 08:30:13.824307,-,False,generating core.4155,5,generating <*>,BGL
35,2005-06-05 08:31:04.464776,-,False,generating core.449,5,generating <*>,BGL
36,2005-06-05 08:32:13.659715,-,False,generating core.6990,5,generating <*>,BGL
37,2005-06-05 08:32:27.814949,-,False,generating core.4876,5,generating <*>,BGL
38,2005-06-05 09:03:40.673488,-,False,generating core.2218,5,generating <*>,BGL
39,2005-06-05 09:17:46.225683,-,False,generating core.7518,5,generating <*>,BGL
40,2005-06-05 09:18:06.694851,-,False,generating core.5854,5,generating <*>,BGL
41,2005-06-05 09:20:16.681318,-,False,generating core.7457,5,generating <*>,BGL
42,2005-06-05 09:20:43.944594,-,False,generating core.6896,5,generating <*>,BGL
43,2005-06-05 09:38:03.456120,-,False,generating core.3488,5,generating <*>,BGL
44,2005-06-05 09:38:28.957918,-,False,generating core.1172,5,generating <*>,BGL
45,2005-06-05 09:38:50.430385,-,False,generating core.2286,5,generating <*>,BGL
46,2005-06-05 09:39:37.590924,-,False,generating core.786,5,generating <*>,BGL
47,2005-06-05 09:39:54.210760,-,False,generating core.2680,5,generating <*>,BGL
48,2005-06-05 09:40:01.191177,-,False,generating core.1524,5,generating <*>,BGL
49,2005-06-05 09:40:17.352982,-,False,generating core.4937,5,generating <*>,BGL
50,2005-06-05 10:01:26.040379,-,False,generating core.6801,5,generating <*>,BGL
51,2005-06-05 10:02:31.242619,-,False,generating core.4368,5,generating <*>,BGL
52,2005-06-05 10:03:00.195528,-,False,generating core.851,5,generating <*>,BGL
53,2005-06-05 10:03:26.884113,-,False,generating core.1744,5,generating <*>,BGL
54,2005-06-05 10:04:06.326828,-,False,generating core.1588,5,generating <*>,BGL
55,2005-06-05 10:28:39.717587,-,False,generating core.5307,5,generating <*>,BGL
56,2005-06-05 10:29:13.196439,-,False,generating core.7192,5,generating <*>,BGL
57,2005-06-06 08:08:32.984716,-,False,"CE sym 20, at 0x01228120, mask 0x10",3,CE sym <*> at <*> mask <*>,BGL
58,2005-06-06 08:08:38.414458,-,False,"CE sym 5, at 0x11042a80, mask 0x04",3,CE sym <*> at <*> mask <*>,BGL
59,2005-06-06 10:33:41.093251,-,False,instruction cache parity error corrected,1,instruction cache parity error corrected,BGL
60,2005-06-06 10:36:43.705821,-,False,instruction cache parity error corrected,1,instruction cache parity error corrected,BGL
61,2005-06-06 10:53:40.701796,-,False,instruction cache parity error corrected,1,instruction cache parity error corrected,BGL
62,2005-06-06 10:54:40.382678,-,False,instruction cache parity error corrected,1,instruction cache parity error corrected,BGL
63,2005-06-06 11:01:49.223879,-,False,instruction cache parity error corrected,1,instruction cache parity error corrected,BGL
64,2005-06-06 11:04:08.452393,-,False,instruction cache parity error corrected,1,instruction cache parity error corrected,BGL
65,2005-06-06 11:09:51.751862,-,False,instruction cache parity error corrected,1,instruction cache parity error corrected,BGL
66,2005-06-06 11:11:07.787886,-,False,instruction cache parity error corrected,1,instruction cache parity error corrected,BGL
67,2005-06-06 19:50:03.669394,-,False,generating core.430,5,generating <*>,BGL
68,2005-06-06 19:50:04.552706,-,False,generating core.174,5,generating <*>,BGL
69,2005-06-06 19:51:40.376079,-,False,ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,7,ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,BGL
70,2005-06-06 20:24:16.345770,-,False,generating core.976,5,generating <*>,BGL
71,2005-06-06 22:41:28.143013,-,False,generating core.1990,5,generating <*>,BGL
72,2005-06-07 06:05:49.961844,-,False,generating core.3638,5,generating <*>,BGL
73,2005-06-07 06:06:09.288228,-,False,generating core.2690,5,generating <*>,BGL
74,2005-06-07 06:06:10.391269,-,False,generating core.3804,5,generating <*>,BGL
75,2005-06-07 06:09:43.355329,-,False,generating core.418,5,generating <*>,BGL
76,2005-06-07 06:10:21.214757,-,False,generating core.310,5,generating <*>,BGL
77,2005-06-07 12:20:13.966416,-,False,generating core.2409,5,generating <*>,BGL
78,2005-06-07 12:20:17.344136,-,False,generating core.4182,5,generating <*>,BGL
79,2005-06-07 12:21:39.208896,-,False,generating core.8153,5,generating <*>,BGL
80,2005-06-07 12:22:05.196450,-,False,generating core.7836,5,generating <*>,BGL
81,2005-06-07 12:22:27.613809,-,False,generating core.2911,5,generating <*>,BGL
82,2005-06-07 12:31:30.918396,-,False,generating core.2921,5,generating <*>,BGL
83,2005-06-07 15:31:37.435791,-,False,generating core.122,5,generating <*>,BGL
84,2005-06-07 15:32:46.334191,-,False,generating core.1973,5,generating <*>,BGL
85,2005-06-07 18:15:58.583443,-,False,ciod: LOGIN chdir(/p/gb2/glosli/8M_5000K/t800) failed: No such file or directory,8,ciod: LOGIN chdir(/p/gb2/glosli/8M_5000K/t800) failed: No such file or directory,BGL
86,2005-06-07 22:17:59.587113,-,False,generating core.4984,5,generating <*>,BGL
87,2005-06-07 22:18:17.203831,-,False,generating core.1822,5,generating <*>,BGL
88,2005-06-08 10:25:56.322381,-,False,"CE sym 28, at 0x110067e0, mask 0x02",3,CE sym <*> at <*> mask <*>,BGL
89,2005-06-08 16:02:20.600478,-,False,"1 ddr errors(s) detected and corrected on rank 0, symbol 25, bit 1",9,"1 ddr errors(s) detected and corrected on rank 0, symbol 25, bit 1",BGL
90,2005-06-08 19:55:22.798062,-,False,"CE sym 14, at 0x06047860, mask 0x20",3,CE sym <*> at <*> mask <*>,BGL
91,2005-06-08 21:07:56.397001,-,False,generating core.3265,5,generating <*>,BGL
92,2005-06-08 21:07:57.879112,-,False,generating core.2599,5,generating <*>,BGL
93,2005-06-08 21:48:27.952411,-,False,generating core.1818,5,generating <*>,BGL
94,2005-06-09 00:11:30.925676,-,False,generating core.1694,5,generating <*>,BGL
95,2005-06-09 12:02:56.706796,-,False,generating core.3401,5,generating <*>,BGL
96,2005-06-09 12:03:36.113136,-,False,generating core.25350,5,generating <*>,BGL
97,2005-06-09 12:05:58.258567,-,False,generating core.1820,5,generating <*>,BGL
98,2005-06-09 14:04:58.329635,-,False,"CE sym 2, at 0x1b85f080, mask 0x02",3,CE sym <*> at <*> mask <*>,BGL
99,2005-06-09 14:54:06.957120,-,False,generating core.254,5,generating <*>,BGL
100,2005-06-09 14:54:30.103580,-,False,generating core.1887,5,generating <*>,BGL
101,2005-06-09 17:26:08.386218,-,False,"CE sym 2, at 0x1b85fe80, mask 0x02",3,CE sym <*> at <*> mask <*>,BGL
102,2005-06-09 19:37:23.866536,-,False,generating core.8280,5,generating <*>,BGL
103,2005-06-09 19:37:44.455502,-,False,generating core.12357,5,generating <*>,BGL
104,2005-06-11 17:32:07.581048,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
105,2005-06-11 17:42:39.794840,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
106,2005-06-11 17:46:52.020435,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
107,2005-06-11 17:47:41.103595,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
108,2005-06-11 17:53:42.323869,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
109,2005-06-11 17:54:54.024829,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
110,2005-06-11 18:02:09.666558,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
111,2005-06-11 18:03:02.884252,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
112,2005-06-11 18:13:56.287869,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
113,2005-06-11 18:19:01.277745,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
114,2005-06-11 18:22:22.630540,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
115,2005-06-11 18:28:02.964604,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
116,2005-06-11 18:31:31.276036,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
117,2005-06-11 18:40:57.217361,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
118,2005-06-11 18:51:05.246165,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
119,2005-06-11 18:56:13.781741,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
120,2005-06-11 19:06:05.431824,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
121,2005-06-11 19:06:52.571964,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
122,2005-06-11 19:12:56.115636,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
123,2005-06-11 19:24:03.186547,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
124,2005-06-11 19:24:45.991034,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
125,2005-06-11 19:30:20.585330,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
126,2005-06-11 19:31:50.792512,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
127,2005-06-11 19:32:27.820915,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
128,2005-06-11 19:33:03.793426,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
129,2005-06-11 19:39:15.873091,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
130,2005-06-11 19:41:12.806499,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
131,2005-06-11 19:48:43.752466,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
132,2005-06-11 19:50:25.307011,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
133,2005-06-11 19:55:42.506216,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
134,2005-06-11 19:57:07.898567,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
135,2005-06-11 20:07:03.218292,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
136,2005-06-11 20:08:20.603096,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
137,2005-06-11 20:54:17.510380,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
138,2005-06-11 21:02:13.585407,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
139,2005-06-11 21:05:32.007991,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
140,2005-06-11 21:11:06.535786,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
141,2005-06-11 21:17:32.188993,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
142,2005-06-11 21:19:31.616037,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
143,2005-06-11 21:28:34.864892,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
144,2005-06-11 21:29:50.731558,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
145,2005-06-11 21:32:09.069241,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
146,2005-06-11 21:33:53.535990,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
147,2005-06-11 21:44:43.496547,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
148,2005-06-11 21:59:09.406185,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
149,2005-06-11 22:02:33.858708,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
150,2005-06-11 22:04:51.794882,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
151,2005-06-11 22:06:51.501364,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
152,2005-06-11 22:07:55.838589,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
153,2005-06-11 22:14:23.973994,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
154,2005-06-11 22:24:48.384418,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
155,2005-06-11 22:29:56.837444,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
156,2005-06-11 22:36:43.913043,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
157,2005-06-11 22:40:38.175497,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
158,2005-06-11 22:46:53.485059,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
159,2005-06-11 22:48:19.442753,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
160,2005-06-11 22:52:11.070355,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
161,2005-06-11 23:12:34.701151,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
162,2005-06-11 23:21:31.495365,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
163,2005-06-11 23:26:23.330548,KERNDTLB,True,data TLB error interrupt,10,data TLB error interrupt,BGL
164,2005-06-13 11:22:42.601119,-,False,"CE sym 10, at 0x08d10580, mask 0x08",3,CE sym <*> at <*> mask <*>,BGL
165,2005-06-13 14:57:30.126106,-,False,ciod: Message code 0 is not 51 or 4294967295,11,ciod: Message code 0 is not 51 or 4294967295,BGL
166,2005-06-13 17:36:43.927885,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
167,2005-06-13 17:38:02.756042,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
168,2005-06-13 17:39:09.591793,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
169,2005-06-13 17:39:38.100643,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
170,2005-06-13 17:41:21.634261,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
171,2005-06-13 17:41:21.662328,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
172,2005-06-13 17:41:57.658353,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
173,2005-06-13 17:44:11.050768,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
174,2005-06-13 17:45:55.674418,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
175,2005-06-13 17:46:36.623273,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
176,2005-06-13 17:48:54.474557,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
177,2005-06-13 17:50:33.240802,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
178,2005-06-13 17:51:29.224900,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
179,2005-06-13 17:52:21.811586,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
180,2005-06-13 17:53:23.965757,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
181,2005-06-14 00:04:02.552133,-,False,generating core.2522,5,generating <*>,BGL
182,2005-06-14 07:10:43.523299,-,False,generating core.1711,5,generating <*>,BGL
183,2005-06-14 07:11:09.281175,-,False,generating core.2332,5,generating <*>,BGL
184,2005-06-14 07:11:18.222056,-,False,generating core.4505,5,generating <*>,BGL
185,2005-06-14 07:11:48.689764,-,False,generating core.1521,5,generating <*>,BGL
186,2005-06-14 09:06:45.752792,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
187,2005-06-14 09:07:57.162326,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
188,2005-06-14 09:08:48.339582,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
189,2005-06-14 09:09:20.459609,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
190,2005-06-14 09:09:30.138103,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
191,2005-06-14 09:11:51.127157,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
192,2005-06-14 09:13:51.017266,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
193,2005-06-14 09:13:51.996954,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
194,2005-06-14 09:14:36.498843,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
195,2005-06-14 09:15:46.266882,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
196,2005-06-14 09:16:35.364588,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
197,2005-06-14 09:17:05.516605,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
198,2005-06-14 09:17:38.154403,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
199,2005-06-14 09:21:30.885300,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
200,2005-06-14 09:21:59.021659,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
201,2005-06-14 09:22:19.720208,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
202,2005-06-14 09:33:24.217741,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
203,2005-06-14 09:33:53.107913,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
204,2005-06-14 09:35:35.569986,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
205,2005-06-14 09:36:55.370589,-,False,data address: 0x00000002,14,data address: 0x00000002,BGL
206,2005-06-14 09:37:29.304192,-,False,data address: 0x00000002,14,data address: 0x00000002,BGL
207,2005-06-14 09:41:23.815131,-,False,machine check: i-fetch......................0,15,machine check: i-fetch......................0,BGL
208,2005-06-14 09:42:00.555171,-,False,machine check: i-fetch......................0,15,machine check: i-fetch......................0,BGL
209,2005-06-14 09:43:01.478244,-,False,program interrupt: illegal instruction......0,16,program interrupt: illegal instruction......0,BGL
210,2005-06-14 09:51:37.041158,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
211,2005-06-14 09:52:22.295234,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
212,2005-06-14 09:52:35.590523,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
213,2005-06-14 09:52:45.933587,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
214,2005-06-14 09:53:21.013029,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
215,2005-06-14 09:53:37.560823,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
216,2005-06-14 09:54:04.393973,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
217,2005-06-14 09:54:30.228119,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
218,2005-06-14 09:54:47.139055,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
219,2005-06-14 09:55:11.455484,-,False,data address: 0x00000002,14,data address: 0x00000002,BGL
220,2005-06-14 09:55:21.391576,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
221,2005-06-14 09:55:58.097920,-,False,data address: 0x00000002,14,data address: 0x00000002,BGL
222,2005-06-14 09:56:02.974678,-,False,data address: 0x00000002,14,data address: 0x00000002,BGL
223,2005-06-14 09:56:18.293090,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
224,2005-06-14 09:56:26.940016,-,False,data address: 0x00000002,14,data address: 0x00000002,BGL
225,2005-06-14 09:59:17.720736,-,False,machine check: i-fetch......................0,15,machine check: i-fetch......................0,BGL
226,2005-06-14 10:15:23.940275,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
227,2005-06-14 10:16:48.088109,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
228,2005-06-14 10:17:23.235674,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
229,2005-06-14 10:17:24.504094,KERNSTOR,True,data storage interrupt,12,data storage interrupt,BGL
230,2005-06-14 10:17:30.392758,-,False,data address: 0x00000002,14,data address: 0x00000002,BGL
231,2005-06-14 10:18:09.061481,-,False,instruction address: 0x00004ed8,13,instruction address: 0x00004ed8,BGL
232,2005-06-14 10:18:50.161104,-,False,exception syndrome register: 0x00800000,17,exception syndrome register: 0x00800000,BGL
233,2005-06-14 10:19:21.829677,-,False,exception syndrome register: 0x00800000,17,exception syndrome register: 0x00800000,BGL
234,2005-06-14 10:19:22.998644,-,False,exception syndrome register: 0x00800000,17,exception syndrome register: 0x00800000,BGL
235,2005-06-14 10:19:34.342222,-,False,exception syndrome register: 0x00800000,17,exception syndrome register: 0x00800000,BGL
236,2005-06-14 10:20:49.630306,-,False,program interrupt: illegal instruction......0,16,program interrupt: illegal instruction......0,BGL
237,2005-06-14 10:21:37.752462,-,False,program interrupt: illegal instruction......0,16,program interrupt: illegal instruction......0,BGL
238,2005-06-14 10:21:45.802128,-,False,data address: 0x00000002,14,data address: 0x00000002,BGL
239,2005-06-14 10:23:31.130281,-,False,exception syndrome register: 0x00800000,17,exception syndrome register: 0x00800000,BGL
240,2005-06-14 10:26:24.461952,-,False,machine check: i-fetch......................0,15,machine check: i-fetch......................0,BGL
241,2005-06-14 10:26:31.242578,-,False,data store interrupt caused by dcbf.........0,18,data store interrupt caused by dcbf.........0,BGL
242,2005-06-14 10:26:33.758477,-,False,machine check: i-fetch......................0,15,machine check: i-fetch......................0,BGL
243,2005-06-14 10:26:37.865134,-,False,data store interrupt caused by dcbf.........0,18,data store interrupt caused by dcbf.........0,BGL
244,2005-06-14 10:27:08.151309,-,False,program interrupt: illegal instruction......0,16,program interrupt: illegal instruction......0,BGL
245,2005-06-14 10:28:21.217840,-,False,program interrupt: illegal instruction......0,16,program interrupt: illegal instruction......0,BGL
246,2005-06-14 10:30:27.419268,-,False,program interrupt: privileged instruction...0,16,program interrupt: <*> <*>,BGL
247,2005-06-14 10:30:36.559680,-,False,program interrupt: privileged instruction...0,16,program interrupt: <*> <*>,BGL
248,2005-06-14 10:31:49.464584,-,False,program interrupt: trap instruction.........0,16,program interrupt: <*> <*>,BGL
249,2005-06-14 10:32:55.359107,-,False,program interrupt: imprecise exception......0,16,program interrupt: <*> <*>,BGL
250,2005-06-14 10:36:43.928442,-,False,store operation.............................1,19,store operation.............................1,BGL
251,2005-06-14 10:37:05.332040,-,False,store operation.............................1,19,store operation.............................1,BGL
252,2005-06-14 10:37:26.925212,-,False,machine state register: 0x00002000,20,machine state register: 0x00002000,BGL
253,2005-06-14 10:41:58.776391,-,False,data store interrupt caused by icbi.........0,18,data store interrupt caused by <*>,BGL
254,2005-06-14 10:42:34.598602,-,False,"problem state (0=sup,1=usr).......0",21,"problem state (0=sup,1=usr).......0",BGL
255,2005-06-14 10:43:09.420211,-,False,data store interrupt caused by icbi.........0,18,data store interrupt caused by <*>,BGL
256,2005-06-14 10:43:21.406138,-,False,data store interrupt caused by icbi.........0,18,data store interrupt caused by <*>,BGL
257,2005-06-14 10:43:21.582308,-,False,floating point instr. enabled.....1,22,floating point instr. enabled.....1,BGL
258,2005-06-14 10:43:27.316459,-,False,floating point instr. enabled.....1,22,floating point instr. enabled.....1,BGL
259,2005-06-14 10:43:34.293126,-,False,floating point instr. enabled.....1,22,floating point instr. enabled.....1,BGL
260,2005-06-14 10:44:35.353282,-,False,auxiliary processor.........................0,23,auxiliary processor.........................0,BGL
261,2005-06-14 10:44:45.851799,-,False,machine check enable..............0,24,machine check enable..............0,BGL
262,2005-06-14 10:44:58.632865,-,False,machine check enable..............0,24,machine check enable..............0,BGL
263,2005-06-14 10:45:15.849740,-,False,floating pt ex mode 0 enable......0,25,floating pt ex mode 0 enable......0,BGL
264,2005-06-14 10:47:39.811377,-,False,program interrupt: unimplemented operation..0,16,program interrupt: <*> <*>,BGL
265,2005-06-14 10:48:22.614188,-,False,debug interrupt enable............0,26,debug interrupt enable............0,BGL
266,2005-06-14 10:48:50.649332,-,False,floating pt ex mode 1 enable......0,25,floating pt ex mode <*> enable......0,BGL
267,2005-06-14 10:49:44.238733,-,False,byte ordering exception.....................0,27,byte ordering exception.....................0,BGL
268,2005-06-14 10:50:09.563848,-,False,byte ordering exception.....................0,27,byte ordering exception.....................0,BGL
269,2005-06-14 10:51:09.848118,-,False,data address space................0,28,data address space................0,BGL
270,2005-06-14 10:51:15.744393,-,False,data address space................0,28,data address space................0,BGL
271,2005-06-14 10:51:56.234430,-,False,program interrupt: imprecise exception......0,16,program interrupt: <*> <*>,BGL
